microsample	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	genome_count_filtering30
M301525	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	12	G121e	ULV2_Half	1659328	1585554	32758	150066	7846	3034	3059	1314	439	248899200	235049164	2878201	167602	36791	42238	69245	19328	0.521821	0.515162	0.538725	1585554	1563230	890656	21462	668643	234	1564092	894587	890422	890362	210076	680286	210076	0	excluded
M301526	Caecum right	Positive	MSEB0014	G121eI104B	B11	12597.62	13684.37	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	52571864	50947556	773760	2024553	109850	32948	37037	30828	9037	7885779600	7610511220	32284801	3142881	324604	447588	1930753	439936	0.514401	0.51002	0.192788	50947556	50932928	50853600	8384	77900	1670	50939172	50855028	50851930	50850276	42311926	8538350	42311926	39467713	retained
M301527	Caecum right	Positive	MSEB0014	G121eI104B	B11	13354.84	13846.24	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	32675656	31722710	569352	1366731	72539	21373	23230	23217	4719	4901348400	4737238442	21660855	2093143	211397	268236	1409378	204132	0.509974	0.506449	0.191533	31722710	31716618	31635180	3453	80194	685	31719257	31636424	31634495	31633832	26250049	5383783	26250049	24399645	retained
M301528	Caecum right	Positive	MSEB0014	G121eI104B	B11	14360.82	14064.72	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	26153824	25373360	371970	1332752	54657	17392	19131	14183	3951	3923073600	3783747722	22746401	1455766	171909	225292	863278	195287	0.508272	0.5039	0.103795	25373360	25337584	25309096	32795	28099	652	25340565	25309485	25308444	25307794	21054352	4253442	21054352	19566633	retained
M301529	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7999.44	8030.94	50000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	900600	863288	16402	72193	5945	2403	2464	855	223	135090000	128211931	1338032	117374	31171	33555	42557	10091	0.490973	0.484247	0.555356	863288	862286	292378	701	557631	67	862587	304655	292311	292292	3052	289240	3052	0	excluded
M301530	Caecum right	Positive	MSEB0014	G121eI104B	B11	13571.18	13986.98	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	39301632	38285116	541494	1879880	77621	24208	27099	20744	5570	5895244800	5711576964	31650317	2071361	237165	314006	1293317	226873	0.514052	0.510725	0.143713	38285116	38259752	38205184	21864	53504	828	38263252	38206248	38204356	38203540	31840298	6363242	31840298	29666922	retained
M301531	Caecum right	Positive	MSEB0014	G121eI104B	B11	13012.92	12908.97	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	46006914	44709100	654058	1773702	91684	28481	31699	24781	6723	6901037100	6678077530	28781383	2434709	283079	368694	1481629	301307	0.513174	0.509344	0.201349	44709100	44697810	44457660	6926	236650	1067	44702174	44461160	44456593	44455542	37081850	7373692	37081850	34556622	retained
M301532	Caecum right	Positive	MSEB0014	G121eI104B	B11	12387.2	12226.55	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	41985962	40525536	652686	1412441	87106	25635	27910	25708	7853	6297894300	6056682452	22596632	2525644	254335	347598	1554412	369299	0.519714	0.514594	0.230397	40525536	40514072	40397624	6108	114879	1449	40519428	40399193	40396175	40394744	33424466	6970278	33424466	31171526	retained
M301533	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9809.58	9655.23	25000	Lid8_Covaris_500639	Success	2	12	G121e	ULV2_Half	1583022	1522142	27174	138103	8097	3223	3102	1367	405	237453300	225747597	2656012	173119	38191	40625	77827	16476	0.506159	0.500267	0.551501	1522142	1519752	867246	1881	648925	173	1520261	870827	867073	867038	370645	496393	370645	0	excluded
M301534	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	12	G121e	ULV2_Half	2536124	2459708	37998	187674	10689	4052	4199	1940	498	380418600	365657464	3389263	227676	49625	54949	105292	17810	0.50253	0.498321	0.569489	2459708	2457620	1691804	1582	761115	107	2458126	1696505	1691697	1691650	1108335	583315	1108335	519346	retained
M301535	Caecum right	Positive	MSEB0014	G121eI104B	B11	12840.64	13486.39	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	39036630	37199568	767324	1210640	84543	23966	28010	23008	9559	5855494500	5560984725	19436693	2574642	239801	387677	1406516	540648	0.520557	0.51304	0.304215	37199568	37177970	36875128	12726	291974	2304	37186842	36885996	36872824	36870568	30373833	6496735	30373833	28141325	retained
M301536	Caecum right	Positive	MSEB0014	G121eI104B	B11	12777.5	12232.55	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	46231592	45073424	653672	1686664	92510	29189	32206	25099	6016	6934738800	6735301492	26074792	2504029	287028	375934	1593106	247961	0.509588	0.506509	0.260147	45073424	44871588	44766728	195393	103428	849	44878031	44768160	44765879	44765036	37545582	7219454	37545582	34844912	retained
M301537	Caecum right	Positive	MSEB0014	G121eI104B	B11	12582.32	13407.62	25000	Lid8_Covaris_500639	Success	1	12	G121e	ULV2_Half	36987622	35917724	540642	1332241	78358	25022	27718	20045	5573	5548143300	5367085685	21007732	2062048	245790	312653	1233639	269966	0.504159	0.500031	0.185051	35917724	35864752	35708686	48752	154620	958	35868972	35710132	35707728	35706798	29608102	6098696	29608102	27498208	retained
M301538	Caecum right	Positive	MSEB0014	G121eI104B	B11	14230.38	14088.63	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	33483028	32236498	548384	1168173	77086	22736	25267	22279	6804	5022454200	4817487736	19326706	2277077	228791	313238	1355923	379125	0.508999	0.503104	0.44962800000000003	32236498	32221800	31933608	9384	284984	1349	32227114	31936816	31932259	31930954	26360252	5570702	26360252	24139265	retained
M301539	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	5491792	5260482	116050	552878	34795	13160	14617	5645	1373	823768800	779010905	10474656	739998	162909	195324	318799	62966	0.496277	0.489801	0.705471	5260482	5254350	1998896	3862	3237394	635	5256620	2016956	1998261	1998160	14526	1983634	14526	0	excluded
M301540	Caecum right	Positive	MSEB0014	G121eI104B	B11	14377.36	14434.06	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	41547562	40101934	626914	1762114	102672	31390	35007	28430	7845	6232134300	5988044358	28831588	2936381	322013	436786	1788052	389530	0.507677	0.502214	0.607094	40101934	40087540	38676272	8102	1394319	1458	40093832	38693221	38674814	38673388	31638339	7035049	31638339	28538729	retained
M301541	Caecum right	Positive	MSEB0014	G121eI104B	B11	12905.56	13223.71	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	37192494	35865968	631842	1632541	85858	25597	27850	25966	6445	5578874100	5354304932	27024450	2376201	257404	337889	1487397	293511	0.513187	0.50788	0.475948	35865968	35856126	35480750	5548	372036	1203	35860420	35484090	35479547	35478552	29378452	6100100	29378452	27015500	retained
M301542	Caecum right	Positive	MSEB0014	G121eI104B	B11	12067.92	12458.52	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	36883754	35583752	619242	1406947	82228	24675	27314	23408	6831	5532563100	5316304553	22830760	2328901	250011	345725	1389149	344016	0.511958	0.506738	0.530203	35583752	35571450	35008022	7273	557600	4333	35576479	35013850	35003689	35002388	28718393	6283995	28718393	26191499	retained
M301543	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	6287.12	6101.27	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	14367870	13712668	386506	1117422	86943	34143	31999	16885	3916	2155180500	2036992472	21384174	1817642	426011	433638	807356	150637	0.508016	0.50196	0.696733	13712668	13643592	5607734	64142	7993047	1656	13648526	5650545	5606078	5605772	143088	5462684	143088	0	excluded
M301544	Caecum right	Positive	MSEB0014	G121eI104B	B11	12845.16	11767.86	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	36826172	35590766	668514	1115735	80610	25441	27272	21833	6064	5523925800	5321738130	17922734	2240773	256545	329539	1352150	302539	0.513362	0.508868	0.607142	35590766	35478106	34611982	106952	859951	1128	35483814	34618155	34610854	34609766	28483867	6125899	28483867	25505666	retained
M301545	Caecum right	Positive	MSEB0014	G121eI104B	B11	10861.76	9841.16	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	51558288	49860240	820854	2482125	120933	35836	39451	36680	8966	7733743200	7435466576	47289676	3578761	357547	477652	2309625	433937	0.508273	0.503388	0.310662	49860240	49828666	49625606	25398	200558	1538	49834842	49628108	49624068	49622584	41339169	8283415	41339169	38469815	retained
M301546	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12480.64	12234.94	2500	Lid8_Covaris_500639	Fail	2	15	G121e	ULV2_Half	7262342	6925386	136926	615646	46362	19159	19159	6117	1927	1089351300	1027199428	12873637	902203	236681	256381	322527	86614	0.484349	0.476059	0.691736	6925386	6915068	2650700	6863	4233735	689	6918523	2681333	2650011	2649812	44426	2605386	44426	0	excluded
M301547	Caecum right	Positive	MSEB0014	G121eI104B	B11	14409.46	13710.16	2500	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	40353760	38982828	650166	1517437	95125	27658	30230	30085	7152	6053064000	5823323142	25902008	2856082	280986	371248	1840492	363356	0.511693	0.506695	0.574608	38982828	38971926	38655496	5828	313459	1294	38977000	38658467	38654202	38652932	31940654	6712278	31940654	29131859	retained
M301548	Caecum right	Positive	MSEB0014	G121eI104B	B11	13130.5	13039.15	2500	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	40763394	38425568	888986	1208819	99500	27455	32145	27996	11904	6114509100	5744406111	21937766	3131668	280970	450322	1682078	718298	0.518504	0.508614	0.558113	38425568	38400036	37662752	13704	731492	2919	38411864	37668544	37659833	37656966	30719213	6937753	30719213	27655135	retained
M301549	Caecum right	Positive	MSEB0014	G121eI104B	B11	12754.94	12720.29	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	53683458	52019066	839694	1953282	126649	39276	42413	36044	8916	8052518700	7771657468	32633883	3427299	406414	508680	2104947	407258	0.514297	0.510021	0.711612	52019066	52005222	50339376	7761	1654642	1644	52011305	50350580	50337732	50336360	40889119	9447241	40889119	33794811	retained
M301550	Caecum right	Positive	MSEB0014	G121eI104B	B11	14368.42	14154.22	2500	Lid8_Covaris_500639	Fail	2	15	G121e	ULV2_Half	4495614	4305922	87502	425506	26158	9849	10267	4832	1210	674342100	637818686	8598940	583694	121681	141435	267978	52600	0.506075	0.499736	0.695868	4305922	4301610	2169644	3004	2117799	428	4302918	2183811	2169216	2169100	599279	1569821	599279	0	excluded
M301551	Caecum right	Positive	MSEB0014	G121eI104B	B11	14537.84	13299.89	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	42507072	40565458	806962	1125297	98881	29458	33115	26579	9729	6376060800	6067170522	20208444	2915233	299555	443582	1605372	566724	0.514056	0.506523	0.596259	40565458	40531970	39689426	24497	835070	2392	40540961	39696900	39687034	39684860	32297306	7387554	32297306	29164295	retained
M301552	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	6302824	6057842	111670	453506	34515	14215	13290	5488	1522	945423600	900818060	8263127	684690	176366	176254	264982	67088	0.526861	0.521304	0.699375	6057842	6045504	3060794	10316	2967862	828	6047526	3077642	3059966	3059808	23168	3036640	23168	0	excluded
M301553	Caecum right	Positive	MSEB0014	G121eI104B	B11	13452.56	13373.81	2500	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	29818102	28824646	487306	1379029	69600	22014	23775	18636	5175	4472715300	4300763638	24255419	1853967	220863	279705	1106254	247145	0.508757	0.503832	0.631771	28824646	28816362	28213538	4656	597267	932	28819990	28219095	28212606	28211732	23110860	5100872	23110860	20260948	retained
M301554	Caecum right	Positive	MSEB0014	G121eI104B	B11	11147.28	11185.08	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	44521726	42810048	755138	2432755	132335	43799	47799	33046	7691	6678258900	6379633728	49810469	3471019	471881	599530	2001867	397741	0.497691	0.491284	0.712372	42810048	42475438	39140896	321044	3272965	1908	42489004	39202473	39138988	39137616	30875733	8261883	30875733	22805477	retained
M301555	Caecum right	Positive	MSEB0014	G121eI104B	B11	11300.54	11221.79	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	37740440	36251678	750260	1488712	99419	29378	34104	28049	7888	5661066000	5414540519	28286391	2759757	312585	435206	1619708	392258	0.51562	0.509965	0.682187	36251678	36212178	33863558	33075	2330401	1536	36218603	33881777	33862022	33860840	26122017	7738823	26122017	20973891	retained
M301556	Caecum right	Positive	MSEB0014	G121eI104B	B11	11719.38	11505.18	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	48035452	46444560	735616	2358590	116336	36590	36895	34130	8721	7205317800	6930743604	40939691	3311164	388584	463168	2052164	407248	0.512334	0.507395	0.723604	46444560	46431134	44493832	7649	1921325	1563	46436911	44509809	44492269	44490948	35897506	8593442	35897506	27532965	retained
M301557	Caecum right	Positive	MSEB0014	G121eI104B	B11	12125.62	12157.12	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	38651282	37254360	581652	1526059	90691	27443	27696	27139	8413	5797692300	5565917973	27658706	2550346	289304	362005	1529343	369694	0.528218	0.522717	0.697762	37254360	37237994	35327614	10338	1891561	1990	37244022	35346433	35325624	35324312	28075398	7248914	28075398	21843426	retained
M301558	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	17	G121e	ULV2_Half	15851712	15227368	311190	1547420	100659	40731	41438	14693	3797	2377756800	2254884141	31289638	2105309	523898	572015	865533	143863	0.501448	0.495449	0.729553	15227368	15209888	5841482	12644	9240725	1682	15214724	5969163	5839800	5839438	45315	5794123	45315	0	excluded
M301559	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17382.02	16572.47	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	33827172	32221276	666840	2625989	216530	86297	86987	32603	10643	5074075800	4784265379	56363133	4518522	1108525	1192632	1750291	467074	0.4976	0.489802	0.725295	32221276	32182182	12381334	27250	19618355	3564	32194026	12563827	12377770	12376592	123485	12253107	123485	0	excluded
M301560	Caecum right	Positive	MSEB0014	G121eI104B	B11	12889.44	12561.84	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	36495078	35449280	557344	1842467	85813	26800	29619	24052	5342	5474261700	5287826464	33705538	2296129	281091	360684	1435871	218483	0.516807	0.5131	0.710989	35449280	35441426	33637626	4515	1791035	949	35444765	33650391	33636677	33636002	26748543	6887459	26748543	21102314	retained
M301561	Caecum right	Positive	MSEB0014	G121eI104B	B11	14329.4	14430.2	1500	Lid8_Covaris_500639	Success	1	17	G121e	ULV2_Half	41879734	40518804	645074	2102355	121852	39971	44009	30053	7819	6281960100	6044600309	37889316	3057792	449921	568329	1678738	360804	0.511833	0.507108	0.739513	40518804	40495926	35210594	16334	5256754	1506	40502470	35239172	35209088	35207924	26489239	8718685	26489239	16375117	retained
M301562	Caecum right	Positive	MSEB0014	G121eI104B	B11	14593.06	15213.61	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	42762428	41308504	633584	4819684	165379	56603	66232	34210	8334	6414364200	6105210499	100149015	3954155	672004	838197	2076178	367776	0.5083	0.502844	0.746046	41308504	41196452	32074294	102796	9067825	2460	41205708	32128627	32071834	32070892	21358198	10712694	21358198	9573047	retained
M301563	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	19703.7	19880.1	500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	29463980	28169490	627562	3195346	185541	72295	74755	31608	6883	4419597000	4166242361	64883789	3960538	905499	1031472	1739537	284030	0.495483	0.488444	0.73079	28169490	28138048	10644270	21695	17383632	3730	28147795	10754416	10640540	10639950	72212	10567738	72212	0	excluded
M301564	Caecum right	Positive	MSEB0014	G121eI104B	B11	15112.18	14327.83	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	46789848	45335398	687482	2470389	119757	36492	39761	35322	8182	7018477200	6763528244	40890409	3462062	384424	495802	2188202	393634	0.515012	0.510569	0.724619	45335398	45307006	42787346	22391	2500978	1987	45313007	42806028	42785359	42784056	33862187	8921869	33862187	26175683	retained
M301565	Caecum right	Positive	MSEB0014	G121eI104B	B11	13740.22	13592.17	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	46450690	44698876	833692	1831546	135887	46127	49147	31737	8876	6967603500	6678519908	32051329	3372507	511866	630703	1790330	439608	0.507914	0.5022	0.726912	44698876	44674836	39346460	15930	5295150	2118	44682946	39379686	39344342	39342936	29452603	9890333	29452603	20850388	retained
M301566	Caecum right	Positive	MSEB0014	G121eI104B	B11	15661.1	15705.2	500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	40327470	39035876	628158	1782040	99857	32401	35064	25798	6594	6049120500	5829286303	29975874	2540363	342993	423971	1470254	303145	0.508143	0.503438	0.719845	39035876	39019766	36691280	11235	2313326	1407	39024641	36706440	36689873	36688880	29117306	7571574	29117306	21807736	retained
M301567	Caecum right	Positive	MSEB0014	G121eI104B	B11	13439.48	13663.13	500	Lid8_Covaris_500639	Success	2	17	G121e	ULV2_Half	41600068	40425112	533708	2392293	112821	37741	39040	29068	6972	6240010200	6026132122	41540453	2940061	416618	469172	1731426	322845	0.513542	0.509434	0.732821	40425112	40409664	37092184	10032	3298818	1766	40415080	37110846	37090418	37089370	28517937	8571433	28517937	21054809	retained
M301568	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	Lid8_Covaris_500639	NA	0	17	G121e	ULV2_Half	12961372	12401026	244116	1196717	83651	33178	31144	15706	3623	1944205800	1839496875	22869530	1887003	415650	424574	893858	152921	0.486934	0.479567	0.738981	12401026	12382644	4248034	12440	8089512	1666	12388586	4293132	4246368	4246018	35639	4210379	35639	0	excluded
M301569	Caecum right	Positive	MSEB0014	G121eI104B	B11	15017.42	15111.92	500	Lid8_Covaris_500639	Fail	2	17	G121e	ULV2_Half	39205194	38001046	642078	3278283	127611	45148	46842	29167	6454	5880779100	5644795128	59660056	3060976	534726	585106	1683689	257455	0.512334	0.508276	0.742583	38001046	37673794	31189752	315882	6447259	2328	37685164	31226535	31187424	31186756	22480230	8706526	22480230	13299665	retained
M301570	Caecum right	Positive	MSEB0015	G121eI104C	B11	10622.69968	46523.96506	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	43862910	42561828	540696	2283151	83346	29521	30621	16198	7006	6579436500	6344290855	49102982	1840876	301729	341698	877468	319981	0.510609	0.505585	0.364672	42561828	42542860	42017544	14868	520960	1108	42546960	42021900	42016436	42015444	34658503	7356941	34658503	32071419	retained
M301571	Caecum right	Positive	MSEB0015	G121eI104C	B11	11163.68876	46464.93372	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	37778018	36808806	499490	1786460	71042	25335	26411	14060	5236	5666702700	5489301701	32549532	1507001	256094	283397	739507	228003	0.507615	0.503889	0.225816	36808806	36798602	36512102	7359	284168	805	36801447	36514434	36511297	36510590	29722154	6788436	29722154	27554713	retained
M301572	Caecum right	Positive	MSEB0015	G121eI104C	B11	11574.91644	46452.86654	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	48519284	46781100	672290	2581029	93130	32002	33734	17860	9534	7277892600	6969206161	48996042	2207789	327343	393709	992487	494250	0.512328	0.506254	0.429738	46781100	46766298	46076260	8022	685103	1821	46773078	46081195	46074439	46072762	38008913	8063849	38008913	35022146	retained
M301573	Caecum right	Positive	MSEB0015	G121eI104C	B11	12078.09608	46438.84252	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	45676734	44480162	539164	2656277	84219	30341	31036	15855	6987	6851510100	6620392709	52259239	1786248	307634	341756	830105	306753	0.511546	0.50748	0.372789	44480162	44470702	43869818	5459	596665	1156	44474703	43874037	43868662	43867644	36039113	7828531	36039113	33433990	retained
M301574	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	Lid8_Covaris_500639	NA	0	15	G121e	ULV2_Half	3411756	3287028	56812	277820	12264	4973	4416	1995	880	511763400	487575034	5781192	234024	59823	58067	84542	31592	0.577541	0.57355	0.484613	3287028	3284924	2267858	1442	1011333	242	3285586	2273591	2267616	2267542	41402	2226140	41402	0	excluded
M301575	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8528.26724	38751.44014	5000	Lid8_Covaris_500639	Success	2	15	G121e	ULV2_Half	3968226	3797548	93002	426472	18716	7302	7315	3069	1030	595233900	560571025	9529329	356432	88820	95010	137637	34965	0.535166	0.530041	0.543127	3797548	3793506	2113290	2948	1670563	421	3794600	2122943	2112869	2112802	72390	2040412	72390	0	excluded
M301576	Caecum right	Positive	MSEB0015	G121eI104C	B11	13566.0359	46499.60456	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	48076216	47079266	507996	2435348	88413	31855	32189	17845	6524	7211432400	7019995508	42440649	1851395	329248	348851	933853	239443	0.514661	0.511817	0.439256	47079266	47001724	46234054	73800	762355	987	47005466	46239369	46233067	46232370	36823598	9408772	36823598	33886008	retained
M301577	Caecum right	Positive	MSEB0015	G121eI104C	B11	13976.23738	46491.45106	5000	Lid8_Covaris_500639	Success	1	15	G121e	ULV2_Half	46353568	45148352	574490	2372746	81005	27846	29385	16616	7158	6953035200	6730525019	42216984	1796258	282015	320621	885959	307663	0.519199	0.515401	0.234378	45148352	45092776	44831488	51328	258917	994	45097024	44833859	44830494	44829554	36938646	7890908	36938646	34279977	retained
